,sample id,source,batch number,batch date,composition,post processing id,rep,total reps,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid
17,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,1,,CO2R,50.0,2.74228211,48.14538911,38.6345776,0.008806855,0.0,86.78877356,13.21122644
18,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,50.0,2.907472704,44.36627676,41.92043222,0.007705998,0.0,86.29441498,13.70558502
19,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,200.0,3.52180885,26.19138295,65.47028487,0.01045814,0.002528871,91.67638486,8.323615144
20,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,300.0,3.54288906,47.90704974,25.94056974,0.018164138,0.008429571,73.87619036,26.12380964
21,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,HER,50.0,2.505850083,,,,,,
22,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,150.0,3.368111678,30.08809559,60.14243615,0.009540759,0.001404928,90.24345459,9.756545412
23,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,100.0,3.187366542,30.46893637,54.1502947,0.011008568,0.0,84.63221679,15.36778321
24,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,HER,50.0,2.559965736,,,,,,
25,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,100.0,3.235657037,28.04201804,60.0589391,0.01376071,0.0,88.11669501,11.88330499
26,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,300.0,3.777914738,60.21615853,22.82907662,0.026053612,0.015594706,83.08886063,16.91113937
27,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,200.0,3.600408472,24.95155789,69.75810413,0.014311139,0.005268482,94.73097165,5.269028345
28,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,150.0,3.43587312,26.8400678,66.6453831,0.012476377,0.0,93.49957492,6.500425084
29,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,50.0,2.933407369,35.80740338,46.9891945,0.02091628,0.0,82.8204799,17.1795201
30,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,HER,50.0,0.0423902923924812,0.0,0.0,0.0,0.0,0.0,0.0
31,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,50.0,2.997033105333333,54.14551465666667,27.03831041333333,0.0319248483333333,0.0,81.22069283,18.77930717
32,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,HER,50.0,2.4543363856666667,,,,,,
33,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,50.0,0.0591562734981455,7.679293579034894,8.021998582913175,0.0050447599862772,0.0,0.5946371719125886,0.5946371719125932
34,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,100.0,0.037580811454474,9.8279528205981,6.923589263642903,0.0053460552885499,0.0017547549259119,3.860794179311116,3.860794179311121
35,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,150.0,3.513751512,54.46915956666667,27.724296006666663,0.0595685863333333,0.0053387283333333,82.26627154333333,17.733728456666668
36,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,300.0,3.755270139666667,75.58964057333333,3.305500982,0.0396920046666666,0.0032781666666666,78.94294479333333,21.057055206666664
37,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,200.0,3.645970576,74.55062880666667,11.105108054666667,0.0599049593333333,0.006111439,85.73023858666666,14.269761413333333
38,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,200.0,0.054100411709582,2.627280812464289,2.439512878476626,0.0128685332870611,0.0025896077674651,1.3433565815225317,1.3433565815225303
39,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,300.0,0.0510004806883604,9.914482977220988,0.4836047230687306,0.0132107063447148,0.0014622959850975,9.4602599006439,9.4602599006439
40,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,100.0,3.336037296666667,51.046056623333335,30.08595285,0.0414656073333333,0.0019668996666666,81.18038488666666,18.81961511333333
41,uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,150.0,0.0649694939756937,8.415790662041498,4.391727177262258,0.0127662129420915,0.0021945687668442,5.4448214253796845,5.444821425379688
42,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,200.0,3.592463452,76.95452928,8.310412574,0.073482194,0.009061789,85.35836024,14.64163976
43,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,50.0,2.930518143,62.52484881,18.49214145,0.033025705,0.0,81.05495888,18.94504112
44,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,150.0,3.43988947,63.12582393,22.70137525,0.07412436,0.0078676,85.91973601,14.08026399
45,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,HER,50.0,2.415612083,,,,,,
46,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,300.0,3.706724382,81.49992676,2.900294695,0.054675889,0.00491725,84.46673467,15.53326533
47,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,100.0,3.295146169,60.02699366,22.57367387,0.047336844,0.003371828,82.65730769,17.34269231
48,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,HER,50.0,2.499626479,,,,,,
49,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,300.0,3.808413957,81.12557283,3.175343811,0.03467699,0.002809857,84.34268734,15.65731266
50,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,200.0,3.700645372,74.95134864,12.19670923,0.058345412,0.005057743,87.22035826,12.77964174
51,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,150.0,3.539310013,53.96471991,30.83988212,0.054308937,0.004214785,84.87070489,15.12929511
52,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,50.0,3.016826392,52.4681412,28.21709234,0.036328276,0.0,80.72650473,19.27349527
53,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,100.0,3.369062771,52.56356065,31.47347741,0.040181274,0.002528871,84.08469111,15.91530889
54,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,150.0,3.562055053,46.31693486,29.63163065,0.050272462,0.0039338,76.00837373,23.99162627
55,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,100.0,3.34390295,40.54761556,36.21070727,0.036878704,0.0,76.79915586,23.20084414
56,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,300.0,3.75067208,64.14342213,3.84086444,0.029723135,0.002107393,68.01941237,31.98058763
57,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,HER,50.0,2.447770595,,,,,,
58,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,200.0,3.644802904,71.7460085,12.80820236,0.047887272,0.004214785,84.61199726,15.38800274
59,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,50.0,3.043754781,47.44355396,34.40569745,0.026420564,0.0,81.88061488,18.11938512
60,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,100.0,3.2549515613333333,76.35606520333333,19.66846758666667,0.0139441866666666,0.0021073926666666,96.04239678,3.9576032353333335
61,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,HER,50.0,0.0383890989624416,0.0,0.0,0.0,0.0,0.0,0.0
62,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,HER,50.0,2.569379344333333,,,,,,
63,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,50.0,2.888974703333333,79.2487811,6.016699410666667,0.009173807,0.0,85.27465432,14.725345681333332
64,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,50.0,0.0481853415635262,7.713943935199214,1.4456858462103592,0.0025423197638068,0.0,6.428490504191377,6.428490501987685
65,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,200.0,0.0864474108862786,23.80697393570758,24.12792830046826,0.268149937507841,0.4458682774710102,5.688810936838171,5.688810936143843
66,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,300.0,3.8288075243333335,71.08121116,17.75130975633333,0.4427279233333334,0.2785504883333333,89.55995049333335,10.440049494
67,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,100.0,0.0680214837381027,5.42109317480855,9.754112525975575,0.0073916069904692,0.0036501111701647,11.108446519728098,11.108446492215196
68,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,200.0,3.62917262,50.85009102333333,41.472249510000005,0.1836596149999999,0.3087330356666666,92.81868751333332,7.181312486333333
69,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,150.0,3.455885842666667,60.73392063666666,37.68172888,0.03327034,0.0848576806666666,98.53663343666666,1.4633665580000006
70,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,150.0,0.0624179393611024,12.462463003293765,19.522252864846195,0.0251632245633763,0.1367586576302461,13.85123941393894,13.85123942623031
71,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,300.0,0.0362092935857522,17.05815382294835,8.030711084845711,0.5756606180760586,0.2437622319020778,12.877346621521818,12.877346642153684
72,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,200.0,3.563209143,34.13097156,53.44302554,0.042382988,0.016016185,87.63733919,12.36266081
73,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,HER,50.0,2.525178471,,,,,,
74,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,300.0,3.838555292,51.92408295,26.01669941,0.169165,0.069965439,78.18930433,21.81069567
75,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,50.0,2.835725219,78.13722823,5.510805501,0.007705998,0.0,83.65573973,16.34426027
76,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,100.0,3.177027076,70.25884618,17.24705305,0.019264995,0.0,87.52862425,12.47137575
77,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,150.0,3.402441076,50.50618343,38.11394892,0.031924848,0.005338728,88.66167978,11.33832022
78,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,100.0,3.302443352,80.63194459,11.35314342,0.005504284,0.0,91.99059229,8.009407708
79,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,200.0,3.597271621,78.10740965,13.69965619,0.01568721,0.088299756,91.91253568,8.087464318
80,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,300.0,3.788722155,76.69317207,9.977897839,0.054859366,0.219168844,86.94724005,13.05275995
81,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,150.0,3.440730525,74.61466028,17.94695481,0.008806855,0.006462671,92.57820273,7.421797274
82,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,50.0,2.901628173,87.45820168,4.89194499,0.007705998,0.0,92.35785267,7.642147334
83,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,HER,50.0,2.588575471,,,,,,
84,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,300.0,3.859145126,84.62637846,17.25933202,1.104159404,0.546517182,103.5433071,-3.543307138
85,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,200.0,3.727037096,40.31189186,57.2740668,0.492908647,0.821883166,98.90618767,1.093812331
86,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,HER,50.0,2.594384091,,,,,,
87,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,50.0,2.929570718,72.15091339,7.647347741,0.012109425,0.0,79.81037056,20.18962944
88,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,150.0,3.524485927,57.0809182,56.98428291,0.059079317,0.242771643,114.3700178,-14.37001782
89,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,100.0,3.285384256,78.17740484,30.40520629,0.017063281,0.006322178,108.6079738,-8.607973752
90,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,300.0,3.774641916,80.27586543666666,16.18369351566667,0.0231179936666666,0.000796126,96.48627406666668,3.5137259456666663
91,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,100.0,3.209788993333333,44.456464876666665,52.57858546,0.0117424729999999,0.0,97.04909949333334,2.950900495333333
92,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,50.0,0.0640765390768167,1.6808438411438484,15.317081726446562,0.0033631731423366,0.0,16.091059305697943,16.091059311445733
93,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,100.0,0.0768416265829979,1.493711856600393,10.23642775711718,0.0024820193188442,0.0,11.695735684523186,11.69573570081056
94,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,150.0,0.1031422128774649,8.79145420580969,7.849639373102469,0.0059320800262329,0.000811135558992,16.395374178023538,16.3953741661627
95,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,50.0,2.905431806333333,47.47787147666667,46.527504910000005,0.0084399023333333,0.0,94.01480487,5.985195126666667
96,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,150.0,3.4174885523333334,42.16395684,53.736083826666665,0.0174913919999999,0.0004683093333333,95.92085627333334,4.079143732000001
97,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,200.0,0.1277806094761909,18.96123526073117,7.66565675279976,0.0061066139115426,0.0003650106551362,12.45550818944144,12.455508170169765
98,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,HER,50.0,0.0488491093246561,0.0,0.0,0.0,0.0,0.0,0.0
99,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,HER,50.0,2.5209201793333333,,,,,,
100,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,300.0,0.0364196814185957,14.081319718319792,13.944266713831968,0.0062138578931031,0.0013789306812265,8.557757251349665,8.557757237319327
101,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,200.0,3.5905767206666668,51.40513507333333,45.01596267333334,0.0230262556666666,0.001685914,96.44885805333332,3.551141957
102,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,200.0,3.736697116,73.1945636,36.67116896,0.028622278,0.001896653,109.900453,-9.900452965
103,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,HER,50.0,2.567517711,,,,,,
104,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,150.0,3.536114754,51.499299,62.7848723,0.02091628,0.0,114.3087124,-14.30871238
105,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,300.0,3.816671455,96.52974534,3.342337917,0.015962424,0.0,99.89035237,0.109647628
106,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,100.0,3.29834799,46.09889305,64.36149312,0.011558997,0.0,110.4744166,-10.47441663
